date,farina,fagioli,fangio,rosier,ascari,villoresi,gonzalez,taruffi,hawthorn,bonetto,kling,trintignant,maglioli,musso,moss,perdisa,behra,gregory,trips,phil_hill,jack_brabham,mclaren,brooks,schell,gendebien,ginther,clark,ireland,gurney,maggs,surtees,hill,bonnier,hall,bandini,spence,anderson,stewart,siffert,rindt,hulme,rodriguez,amon,ickx,beltoise,pescarolo,regazzoni,emerson_fittipaldi,peterson,cevert,wisell,revson,merzario,hunt,reutemann,depailler,scheckter,watson,lauda,pace,pryce,mass,jones,mario_andretti,laffite,nilsson,patrese,pironi,gilles_villeneuve,tambay,jarier,arnoux,piquet,prost,angelis,surer,giacomelli,alboreto,keke_rosberg,mansell,cheever,cesaris,boutsen,johansson,brundle,senna,berger,streiff,satoru_nakajima,palmer,dalmas,warwick,gugelmin,herbert,capelli,pirro,sala,alesi,nannini,bernard,modena,donnelly,caffi,martini,hakkinen,morbidelli,comas,michael_schumacher,lehto,alliot,blundell,fittipaldi,damon_hill,wendlinger,panis,coulthard,barrichello,frentzen,salo,irvine,villeneuve,fisichella,wurz,ralf_schumacher,button,raikkonen,montoya,heidfeld,massa,trulli,alonso,sato,hamilton,kovalainen,kubica,glock,rosberg,webber,vettel,petrov,resta,kobayashi,perez,hulkenberg,grosjean,ricciardo,bottas,kevin_magnussen,kvyat,max_verstappen,sainz,ocon,leclerc,gasly,albon,norris,russell,stroll,piastri
5/13/1950,2008,2007.272727,1999.272727,2005.090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/1950,2007.875325,2006.359547,2007.286007,2003.416233,2007.208254,2002.408254,2000.81138,,,,,1996.008254,,,,,,,,,,,,1993.608254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/1950,2015.792465,2013.35959,2004.859567,2009.527803,2000.084129,1996.301559,2000.81138,,,2004.29245,,1996.008254,,,,,,,,,,,,1995.169739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/1950,2019.903513,2019.971212,2012.838387,2014.987717,2003.239844,1998.287207,2000.81138,,,2004.29245,,1996.008254,,,,,,,,,,,,1995.169739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/1950,2020.861961,2026.823328,2020.645355,2014.159991,2003.239844,1998.287207,1992.827135,,,2002.989984,,1996.008254,,,,,,,,,,,,1995.169739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/1950,2028.570771,2032.724714,2019.212603,2019.706105,2008.095999,1998.287207,1992.827135,2000.320902,,1994.993682,,1991.549931,,,,,,,,,,,,1995.169739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/1951,2034.598095,2032.724714,2026.987463,2021.095893,2012.063809,1992.00981,1985.841031,2007.611414,,1994.993682,,1991.549931,,,2002.500051,,,,,,,,,1994.558589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/1951,2042.147794,2032.724714,2023.992563,2024.919459,2018.681086,1997.615745,1985.841031,2000.966866,,1994.993682,,1991.549931,,,2002.500051,,,,,,,,,1994.558589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/1951,2045.769304,2039.622059,2031.16311,2023.077249,2019.971211,2003.230704,1992.600215,2000.966866,,1994.993682,,1987.667703,,,2002.500051,,,,,,,,,1991.275576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/1951,2042.207989,,2037.936664,2023.278219,2015.154705,2009.625515,2000.846801,2000.966866,,2000.653425,,1987.667703,,,2002.500051,,,,,,,,,1991.275576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/1951,2036.653753,,2044.639724,2025.677749,2022.997248,2015.269184,2007.390277,2005.984647,,1998.798933,,1986.818952,,,2002.500051,,,,,,,,,1991.275576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/1951,2038.462128,,2044.873479,2028.425719,2030.852129,2020.336202,2014.762719,2010.470046,,2005.205979,,1987.267439,,,2002.500051,,,,,,,,,1991.275576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/1951,2044.25631,,2052.251485,2031.049787,2035.931255,2019.685751,2021.778834,2007.448406,,2009.838483,,1983.799877,,,2002.500051,,,,,,,,,1991.275576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/1952,2040.393661,,2052.251485,2023.420591,2035.931255,2019.685751,2021.778834,2015.428101,,2009.838483,,1983.799877,,,2001.438227,,2006.59587,,,,,,,1991.178346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/1952,2047.099147,,2052.251485,2016.678528,2043.468687,2019.685751,2021.778834,2011.097586,2005.840174,2009.838483,,1983.799877,,,1993.544512,,2001.664815,,,,,,,1991.178346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/1952,2053.658884,,2052.251485,2010.761836,2050.846955,2019.685751,2021.778834,2017.458929,2003.161224,2009.838483,,1989.098641,,,1993.544512,,2005.148167,,,,,,,1980.624181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/1952,2058.283754,,2052.251485,2010.761836,2058.095904,2019.685751,2021.778834,2024.71006,2010.132595,2009.838483,,1984.417203,,,1989.316305,,2005.148167,,,,,,,1980.741106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/1952,2064.880543,,2052.251485,2010.761836,2065.247314,2019.685751,2021.778834,2030.724009,2010.132595,2004.538118,,1980.594871,,,1989.316305,,2010.933885,,,,,,,1980.741106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/1952,2070.986134,,2052.251485,2010.761836,2072.236106,2025.609003,2021.778834,2030.724009,2015.350029,2004.538118,,1984.499605,,,1987.760931,,2004.583936,,,,,,,1980.741106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/1952,2076.560559,,2052.251485,2014.438279,2079.203279,2032.350252,2029.091287,2035.504003,2014.738543,2010.705235,,1983.424368,,,1988.987958,,2004.610408,,,,,,,1980.741106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/1953,2070.553413,,2048.702611,2014.438279,2086.155039,2039.036402,2034.907325,2035.504003,2019.702642,2006.811542,,1985.423285,,,1988.987958,,2007.775689,,,,,,,1982.782188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/1953,2076.788267,,2044.395781,2016.497058,2092.991136,2038.183321,2034.725297,2035.504003,2024.205149,2012.84525,,1988.816571,,,1989.797574,,2007.775689,,,,,,,1981.164112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/1953,2072.526349,,2038.200502,2018.772868,2099.680894,2044.920174,2029.578493,2035.504003,2027.960371,2012.84525,,1993.965864,,,1989.797574,,2002.228762,,,,,,,1984.832764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/1953,2076.878103,,2045.135691,2021.958635,2104.284643,2049.032112,2035.981211,2035.504003,2035.669548,2010.842099,,1988.906589,,,1987.470433,,2004.374101,,,,,,,1978.582279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/1953,2082.608453,,2052.01723,2024.230725,2110.82913,2049.037623,2041.773939,2035.504003,2040.805372,2015.794791,,1983.732633,,,1987.470433,,2000.19057,,,,,,,1972.337673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/1953,2089.625628,,2059.078247,2027.572218,2112.583422,2052.670475,2041.773939,2035.504003,2047.54848,2022.499285,,1978.132131,,,1993.693758,,1997.079901,,,,,,,1969.197484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/1953,2095.976332,,2059.871943,2019.645006,2119.345592,2055.78218,2041.773939,2035.504003,2053.787259,2024.427015,,1977.126506,,,1993.693758,,1995.020726,,,,,,,1969.197484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/1953,2102.187615,,2067.198594,2019.02769,2116.673068,2062.07348,2041.773939,2035.504003,2059.57592,2022.700151,,1983.607701,2003.953445,2004.78413,1995.10907,,1995.020726,,,,,,,1973.133853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/1954,2108.131354,,2074.680703,2013.093566,2116.673068,2062.07348,2047.718025,2035.504003,2057.711553,,,1989.522043,2004.843946,1998.184606,1995.10907,,1995.177612,,,,,,,1977.379878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/1954,2105.866444,,2082.14977,2013.093566,2116.673068,2062.07348,2045.653206,2035.504003,2061.378674,,,1997.120917,2004.843946,1998.184606,2001.544126,,1992.482858,,,,,,,1977.379878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/1954,2105.866444,,2089.22358,2015.100356,2107.975736,2066.404769,2041.817818,2035.504003,2055.012711,,2007.590737,2000.139225,2004.843946,1998.184606,2001.544126,,1997.148448,,,,,,,1976.935892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/1954,2105.866444,,2094.677855,2008.095989,2098.680623,2063.238839,2049.42953,2035.504003,2061.935622,,2012.849298,2006.457822,2004.843946,1998.184606,2002.533063,,1997.241724,,,,,,,1980.244554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/1954,2105.866444,,2101.671735,2010.839875,2098.680623,2055.416018,2056.049539,2039.21101,2064.003297,,2018.333004,2012.705533,2004.843946,1998.184606,1997.744004,,1998.80658,,,,,,,1984.1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/1954,2105.866444,,2108.557031,2010.839875,2098.680623,2055.416018,2062.599696,2039.21101,2061.428668,,2018.522125,2011.937911,2007.200018,1998.184606,1994.270871,,1993.325804,,,,,,,1981.88903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/1954,2105.866444,,2115.364853,2013.082916,2096.469273,2053.153647,2062.722761,2039.21101,2068.175106,,2016.061043,2016.409739,2013.650575,1994.529554,1995.248105,,1986.71224,,,,,,,1981.88903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/1954,2105.866444,,2120.406387,2016.816049,2089.451006,2046.077648,2062.722761,2039.21101,2075.370836,,2021.184155,2014.958812,2013.650575,2002.189004,1991.987247,,1982.869,,,,,,,1979.563719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/1955,2116.061967,,2126.943492,2016.816049,2083.294555,2034.864256,2069.18613,2039.21101,2075.370836,,2018.9481,2025.272713,2019.461755,2004.322972,1993.007677,,1981.317403,,,,,,,1984.282344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/1955,2119.999769,,2122.418274,2011.434089,2082.014453,2039.451995,2069.18613,2041.446539,2069.727649,,2018.9481,2033.164779,2019.461755,1998.494985,1995.019907,2007.678164,1989.574105,,,,,,,1983.851034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/1955,2124.641515,,2129.06317,2010.830946,,2039.451995,2069.18613,2034.312792,2065.216644,,2017.207593,2035.161437,2019.461755,2000.09463,2002.654617,2008.133943,1989.55224,,,,,,,1976.622175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/1955,2124.641515,,2135.410909,2010.513968,,2039.451995,2069.18613,2034.312792,2066.11766,,2010.364247,2031.202281,2019.461755,2006.346797,2009.9074,2008.133943,1992.7702,,,,,,,1976.622175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/1955,2124.641515,,2140.883246,2010.513968,,2039.451995,2069.18613,2040.136134,2069.952734,,2017.152578,2032.318345,2019.461755,2012.027938,2017.888027,2008.133943,1986.218071,,,,2000.450243,,,1976.77103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/1955,2116.583964,,2147.139102,2010.513968,,2031.977434,2069.18613,2047.20721,2070.731596,,2018.036187,2035.136746,2023.935072,2012.292107,2016.578363,2008.133943,1992.701086,,,,2000.450243,,,1973.221786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/1956,,,2143.143415,2010.513968,,2031.977434,2061.774758,2047.20721,2075.029265,,,2035.136746,2023.935072,2020.130458,2015.329483,2008.133943,1999.293977,,,,2000.450243,,,1973.221786,2002.165158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/1956,,,2150.547764,2009.084807,,2031.977434,2061.774758,2047.20721,2067.803593,,,2031.735859,2023.935072,2015.319622,2023.425165,2009.141918,2005.239805,,,,2000.450243,,1993.142646,1969.985441,2002.165158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/1956,,,2146.97562,2008.820503,,2034.550991,2061.774758,2047.20721,2067.803593,,,2029.001153,2023.935072,2015.319622,2025.109579,2014.743378,2006.102933,,,,2000.450243,,1993.142646,1974.624604,2002.165158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/1956,,,2150.655993,2012.367048,,2030.075767,2061.774758,2047.20721,2067.013463,,,2023.094328,2023.935072,2015.319622,2022.930745,2019.340054,2012.739634,,,,2000.450243,,1993.142646,1968.716552,1998.928518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/1956,,,2156.553407,2008.250051,,2034.511233,2053.043111,2047.20721,2062.611112,,,2022.134308,2018.53487,2015.319622,2023.615111,2023.390556,2019.099605,,,,1993.759788,,1990.437155,1969.703434,1998.928518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/1956,,,2162.496358,2013.454887,,2034.734195,2053.043111,2047.20721,2062.611112,,,2022.134308,2015.959943,2015.046772,2030.86553,2016.930199,2025.658707,,,,1993.759788,,1990.437155,1971.698491,1998.928518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/1956,,,2168.51373,,,2029.694835,2053.043111,2043.420239,2062.611112,,,2019.307163,2015.782917,2015.719663,2038.743241,2016.930199,2023.57549,,1992.334623,,1993.759788,,1990.437155,1971.364887,1998.928518,,,,,,,,1995.49868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/1957,,,2174.637807,,,,2056.422667,,2056.339969,,,2019.307163,2015.782917,2009.186951,2036.878527,2018.378465,2030.949467,,1994.168198,,1993.759788,,1990.437155,1977.553497,1998.928518,,,,,,,,1995.312617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/1957,,,2180.261007,,,,2056.422667,,2054.041282,,,2024.372315,2015.782917,2009.186951,2032.980697,,2030.949467,2006.829739,1997.808148,,1998.52415,,1998.174224,1979.185513,1998.928518,,,,,,,,1995.312617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/1957,,,2185.770648,,,,2056.422667,,2058.254045,,,2019.453794,2015.782917,2016.242165,2032.980697,,2033.40991,2006.829739,1997.808148,,1994.386361,,1998.174224,1983.530734,1998.928518,,,,,,,,1995.312617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/1957,,,2179.782727,,,,2056.422667,,2063.305376,,,2023.968235,2015.782917,2022.711647,2037.860564,,2032.766403,2006.829739,1997.808148,,1995.134547,,2004.143308,1978.333766,1998.928518,,,,,,,,1988.407929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/1957,,,2185.271821,,,,2056.422667,,2069.81729,,,2023.968235,2012.631991,2028.465855,2042.719398,,2036.99635,2010.074429,1997.808148,,1989.52532,,2006.747363,1982.719555,1998.928518,,,,,,,,1988.407929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/1957,,,2189.5721,,,,2056.422667,,2069.81729,,,2023.968235,,2028.715904,2050.272161,,2032.885657,2014.923396,1997.808148,,1991.522105,,2001.003072,1989.06816,1998.928518,,,,,,,,1986.133296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/1957,,,2194.205594,,,,2056.422667,,2072.004749,,,2023.968235,,2029.862799,2057.863513,,2028.105976,2020.530981,2004.493131,,1991.522105,,2003.472796,1988.041213,1998.928518,,,,,,,,1979.560437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
