alfa,lago,era,maserati,alta,ferrari,simca,cooper,milano,hwm,veritas,brm,osca,gordini,frazer_nash,afm,butterworth,connaught,bmw,cisitalia,emw,mercedes,vanwall,klenk,lancia,arzani-volpini,bugatti,emeryson,porsche,team_lotus,cooper-climax,cooper-maserati,aston_martin,cooper-borgward,jbw,fry,kurtis_kraft,cooper-osca,tec-mec,behra-porsche,scarab,cooper-castellotti,lotus-climax,de_tomaso-osca,gilby,ferguson,mbm,lotus-maserati,de_tomaso-alfa_romeo,lola,lotus-brm,enb,brabham,tomaso,lotus-borgward,lds,cooper-alfa_romeo,ats,scirocco,brp,de_tomaso-ferrari,stebro,lotus-ford,brabham-climax,brabham-brm,brabham-ford,honda,derrington,lds-alfa_romeo,cooper-ford,lds-climax,re,brabham-repco,mclaren-ford,eagle-climax,mclaren-seren,cooper-ferrari,shannon,eagle-weslake,mclaren-brm,matra,cooper-ats,protos,matra-ford,cooper-brm,mclaren,brm-ford,march,mclaren-alfa_romeo,bellasi,surtees,tyrrell,march-ford,march-alfa_romeo,lotus-pw,tecno,politoys,connew,iso_marlboro,shadow,ensign,hesketh,trojan,amon,token,lyncar,maki,parnelli,penske,shadow-ford,williams,fittipaldi,hill,shadow-matra,wolf,brabham-alfa_romeo,ligier,boro,kojima,lec,renault,mcguire,apollon,merzario,theodore,arrows,martini,kauhsen,rebaque,osella,toleman,ram,spirit,minardi,zakspeed,benetton,ags,larrousse,coloni,rial,eurobrun,dallara,onyx,leyton,life,lambo,jordan,footwork,fondmetal,moda,sauber,simtek,pacific,forti,prost,stewart,bar,jaguar,toyota,red_bull,toro_rosso,bmw_sauber,mf1,super_aguri,spyker_mf1,spyker,force_india,brawn,lotus_racing,hrt,virgin,lotus_f1,marussia,caterham,manor,haas,racing_point,alphatauri,alpine
2107.590667,,,,,2280.709501,,,,,,2052.683108,,,,,,,,,,2095.597186,,,,,,,,2010.365836,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2041.464968,1980.74286,,,,1959.235742,,,,,2024.977942,,,2025.488943,2018.264454,,,,,,,2041.568339,,,,,,,1997.113417,,,2114.208999,,1999.736873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2280.729063,,,,,,2050.497847,,,,,,,,,,2095.597186,,,,,,,,2010.365836,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2041.464968,1980.74286,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2040.316188,,,,,,,1997.113417,,,2120.692127,,1999.736873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2277.559724,,,,,,2045.142874,,,,,,,,,,2095.597186,,,,,,,,2021.323945,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2043.040165,1977.468991,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2039.067925,,,,,,,2005.5308,,,,,1999.736873,,1994.588831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2273.511148,,,,,,2036.41173,,,,,,,,,,2095.597186,,,,,,,,2014.497886,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2047.34097,1975.018384,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2046.798892,,,,,,,2008.594883,,,,,1999.736873,,2007.200005,1996.91781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2268.544534,,,,,,2035.706263,,,,,,,,,,2095.597186,,,,,,,,2019.187344,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2048.023041,1976.679514,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2044.944362,,,,,,,2013.081853,,,,,1999.736873,,2008.49513,1994.092284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2270.579175,,,,,,2038.512005,,,,,,,,,,2095.597186,,,,,,,,2010.611455,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2044.396428,1972.138587,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2044.944362,,,,,,,2020.930169,,,,,1999.736873,,2014.712548,1994.092284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2277.589585,,,,,,2039.208886,,,,,,,,,,2095.597186,,,,,,,,2015.366416,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2039.201064,1971.20215,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2041.590557,,,,,,,2027.698983,,,,,1999.736873,,2016.740069,1990.365301,1994.641255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2269.907575,,,,,,2032.289203,,,,,,,,,,2095.597186,,,,,,,,2014.928649,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2046.971124,1971.20215,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2048.246328,,,,,,,2031.264111,,,,,1999.736873,,2021.235165,1989.812585,1990.673751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2265.986345,,,,,,2028.669485,,,,,,,,,,2095.597186,,,,,,,,2025.581404,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2051.628439,1971.20215,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2052.43779,,,,,,,2026.065789,,,,,1999.736873,,2023.754328,1984.656555,1990.673751,1998.618724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2269.578724,,,,,,2025.020208,,,,,,,,,,2095.597186,,,,,,,,2038.454734,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2051.814532,1967.432588,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2052.673398,,,,,,,2026.082744,,,,,1999.736873,,2023.523761,1980.595144,1986.113504,2001.054525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2280.779104,,,,,,2037.035392,,,,,,,,,,2095.597186,,,,,,,,2028.605274,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2055.983613,1965.453732,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2051.326811,,,,,,,2028.932808,,,,,1999.736873,,2013.413463,1982.266706,1982.822242,1998.817854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2282.294674,,,,,,2038.956103,,,,,,,,,,2095.597186,,,,,,,,2011.571815,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2060.514399,1966.127171,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2053.437221,,,,,,,2032.930917,,,,,1999.736873,,2027.35458,1981.711377,1977.972131,1996.228146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2291.471042,,,,,,2041.597897,,,,,,,,,,2095.597186,,,,,,,,2009.582326,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2050.330502,1967.094464,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2052.912397,,,,,,,2037.199597,,,,,1999.736873,,2026.981709,1981.503699,1977.972131,2000.514282,1994.454062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2293.307192,,,,,,2035.804083,,,,,,,,,,2095.597186,,,,,,,,2015.771458,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2049.466316,1966.197349,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2053.314806,,,,,,,2036.876677,,,,,1999.736873,,2035.380809,1976.377347,1977.972131,2000.999773,1993.40922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2302.33503,,,,,,2041.907469,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2044.813928,,,,,1959.235742,,,,,2013.80375,,,2035.168798,2018.264454,,,,,,,2055.322877,,,,,,,2041.053974,,,,,1999.736873,,2031.52227,,1977.972131,2002.837755,1991.356466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2311.683125,,,,,,2033.498479,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2038.825427,,,,,1959.235742,,,,,2019.342083,,,2035.168798,2018.264454,,,,,,,,,,,,,,2045.618619,,,,,1992.873593,,2031.52227,,1977.972131,2007.411715,1995.964021,1994.773303,2001.233549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2305.790573,,,,,,2034.150855,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2033.614217,,,,,1959.235742,,,,,2019.547298,,,2035.168798,2018.264454,,,,,,,,,,,,,,2054.213681,,,,,1999.260697,,2031.52227,,1977.972131,2003.819064,2005.624421,1989.18489,1999.247336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2299.545437,,,,,,2032.364509,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2030.418221,,,,,1959.235742,,,,,2022.200816,,,2035.168798,2018.264454,,,,,,,,,,,,,,2052.792193,,,,,2001.802655,,2031.52227,,1977.972131,2011.329257,2008.893568,1988.887198,1999.247336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2301.339902,,,,,,2045.459305,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2028.530697,,,,,1959.235742,,,,,2018.15846,,,2035.168798,2018.264454,,,,,,,,,,,,,,2047.882357,,,,,1999.981188,,2031.52227,,1977.972131,2015.600186,2005.999989,1993.248016,1999.247336,1995.136923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2287.501166,,,,,,2047.956788,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2026.002726,,,,,1959.235742,,,,,2028.145917,,,2035.168798,2018.264454,,,,,,,,,,,,,,2054.648417,,,,,1996.354492,,2031.52227,,1977.972131,2019.378722,2018.207513,1986.940358,1993.568105,1995.136923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2279.325528,,,,,,2052.628876,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2020.098413,,,,,1959.235742,,,,,2029.190777,,,2035.168798,2018.264454,,,,,,,,,,,,,,2053.98888,,,,,1985.988865,,2031.52227,,1977.972131,2024.465338,2025.374209,1996.412983,1994.007861,1995.503417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2279.330049,,,,,,2048.033796,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2025.355453,,,,,1959.235742,,,,,2031.702125,,,2035.168798,2018.264454,,,,,,,,,,,,,,2052.40296,,,,,1974.35687,,2031.52227,,1977.972131,2029.011099,2036.902695,1995.820023,1991.085133,1995.503417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2268.647417,,,,,,2051.711107,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2034.237164,,,,,1959.235742,,,,,2042.63847,,,2035.168798,2018.264454,,,,,,,,,,,,,,2052.40296,,,,,1965.661359,,2031.52227,,1977.972131,2028.005961,2032.070125,1999.482851,1991.700652,1995.503417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2260.853053,,,,,,2059.328648,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2030.01336,,,,,1959.235742,,,,,2042.63847,,,2035.168798,2018.264454,,,,,,,,,,,,,,2055.993809,,,,,1972.61785,,2031.52227,,1974.688123,2020.875087,2032.947348,2003.100993,1991.520688,1998.242566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2256.1902,,,,,,2057.02341,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2013.656048,,,,,1959.235742,,,,,2049.039495,,,2035.168798,2018.264454,,,,,,,,,,,,,,2053.885408,,,,,1983.375581,,2031.52227,,,2019.975333,2042.217497,2005.045336,1991.520688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2255.727357,,,,,,2072.912294,,,,,,,,,,2095.597186,,,,,,,,2005.185454,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2010.144118,,,,,1959.235742,,,,,2038.504023,,,2035.168798,2018.264454,,,,,,,,,,,,,,2057.734531,,,,,1982.971483,,2031.52227,,,2015.559938,2045.754629,2000.295459,1994.646046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2259.633132,,,,,,2064.580627,,,,,,,,,,2095.597186,,,,,,,,2001.576955,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2009.137298,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2051.389606,,,,,1987.180437,,2037.914777,,,2018.161311,2049.812868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2264.696142,,,,,,2055.071916,,,,,,,,,,2095.597186,,,,,,,,2005.170154,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2007.743294,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2050.781678,,,,,1999.267196,,2046.520786,,,2006.43301,2046.118272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2269.634725,,,,,,2040.952029,,,,,,,,,,2095.597186,,,,,,,,2014.989764,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2013.08108,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2051.238693,,,,,2002.315079,,2033.136824,,,2013.737978,2045.15085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2268.699588,,,,,,2034.438719,,,,,,,,,,2095.597186,,,,,,,,2020.527546,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2015.730989,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2055.130255,,,,,2005.381518,,2030.986016,,,2009.919004,2045.770144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2259.549282,,,,,,2028.403668,,,,,,,,,,2095.597186,,,,,,,,2026.698323,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2010.1088,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2058.796937,,,,,2013.466726,,2034.609916,,,2008.011116,2051.465334,,,,1997.660854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2257.990086,,,,,,2018.349424,,,,,,,,,,2095.597186,,,,,,,,2024.66457,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2015.624118,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2064.055392,,,,,2018.285138,,2025.218169,,,2011.754114,2057.519616,,,,1997.660854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2257.181621,,,,,,2011.97975,,,,,,,,,,2095.597186,,,,,,,,2026.573994,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2017.298451,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2068.679348,,,,,2027.294807,,2032.233136,,,2003.684152,2060.521859,,,,1993.7772,1994.804367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2266.712018,,,,,,2014.328464,,,,,,,,,,2095.597186,,,,,,,,2016.104369,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2021.851261,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2067.928737,,,,,2028.530923,,2031.145778,,,2004.239944,2061.949293,,,,1989.601031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2253.077739,,,,,,2022.139592,,,,,,,,,,2095.597186,,,,,,,,2016.550118,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2011.007301,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2071.928879,,,,,2038.904164,,2029.023161,,,2012.501976,2065.158847,,,,1988.640981,,1996.550246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2250.518107,,,,,,2033.389931,,,,,,,,,,2095.597186,,,,,,,,2022.477152,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2010.894644,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2071.100374,,,,,2048.143645,,2026.591413,,,2015.808089,2053.151703,,,,1979.886127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2252.710656,,,,,,2022.71659,,,,,,,,,,2095.597186,,,,,,,,2022.630231,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2013.301366,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2074.447262,,,,,2057.962361,,2021.455826,,,2014.535293,2054.79225,,,,1979.886127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2261.872091,,,,,,2011.219882,,,,,,,,,,2095.597186,,,,,,,,2017.00465,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2007.913828,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,2074.412436,,,,,2064.157597,,2028.571294,,,2008.253336,2069.482747,,,,1974.911707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2264.371576,,,,,,2010.346765,,,,,,,,,,2095.597186,,,,,,,,2019.889644,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2008.428011,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2067.511642,,2029.599269,,,1999.30845,2078.141488,,,,1974.911707,,,1993.634287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2269.860175,,,,,,2015.313155,,,,,,,,,,2095.597186,,,,,,,,2020.427343,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2004.235866,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2064.392828,,2024.520313,,,1994.484904,2081.878599,,,,1974.911707,,,1999.320813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2265.762955,,,,,,2003.790698,,,,,,,,,,2095.597186,,,,,,,,2022.102604,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2006.997388,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2074.981238,,2023.897569,,,1994.483699,2084.692826,,,,1974.911707,,,1999.784421,2002.0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2263.956454,,,,,,2007.790949,,,,,,,,,,2095.597186,,,,,,,,2025.209046,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2004.189574,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2080.733729,,2029.978795,,,1985.471979,2085.015597,,,,1974.911707,,,2000.440547,1999.585599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2257.242978,,,,,,2014.078533,,,,,,,,,,2095.597186,,,,,,,,2027.393792,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2007.205797,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2078.919319,,2031.977799,,,1983.593406,2094.453794,,,,1978.744306,,,1993.519129,1994.102958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2252.629165,,,,,,2002.300792,,,,,,,,,,2095.597186,,,,,,,,2037.340968,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2013.470018,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2084.708737,,2027.257423,,,1985.420248,2102.704506,,,,1973.715566,,,1989.251006,1996.77777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2254.724889,,,,,,2001.991091,,,,,,,,,,2095.597186,,,,,,,,2041.017678,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2013.997514,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2091.392638,,2020.769194,,,1984.678703,2108.566066,,,,1973.715566,,,1990.139718,1988.54074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2259.843567,,,,,,2007.835665,,,,,,,,,,2095.597186,,,,,,,,2043.107674,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2016.874865,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2089.918678,,2016.699863,,,1983.855407,2115.893034,,,,1973.715566,,,1985.661991,1981.11934,1999.839343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2261.649549,,,,,,2010.713478,,,,,,,,,,2095.597186,,,,,,,,2047.104466,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2019.918114,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2097.255284,,2015.335358,,,1978.681574,2118.978189,,,,1972.67404,,,1984.068577,1971.784571,2001.538391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107.590667,,,,,2261.649549,,,,,,2018.667372,,,,,,,,,,2095.597186,,,,,,,,2041.216773,,,1990.869628,,,,,,,,,,,,,,,,,2008.445398,,,2016.174487,,,,,1959.235742,,,,,,,,2035.168798,2018.264454,,,,,,,,,,,,,,,,,,,2097.645473,,2010.574805,,,1983.30338,2127.410237,,,,1970.578276,,,1991.261714,1970.222959,1995.936566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
